collect.....= UnicornPy_2020.05.30.0
device......= UN-2021.05.36
samplerate..= 250.000
channels....= 16
date........= 2022-07-25T14:07:23.241906
filename....= recordeddata_thread
FZ, C3, CZ, C4, PZ, O1, OZ, O2, AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, Battery, Sample
59658.238,59737.008,59973.758,59877.195,59994.855,60175.281,60051.988,60079.348,-0.010,0.892,-0.424,-0.702,0.519,0.458,73.333,807.000
60339.164,60418.379,60654.680,60558.391,60676.047,60857.008,60733.359,60760.895,-0.011,0.894,-0.423,-0.580,0.488,0.519,73.333,808.000
60361.066,60440.102,60676.496,60580.383,60697.684,60878.824,60754.906,60782.801,-0.011,0.893,-0.424,-0.641,0.397,0.488,73.333,809.000
59833.477,59912.156,60148.727,60052.793,60169.914,60350.695,60226.867,60254.762,-0.009,0.894,-0.424,-0.671,0.397,0.519,73.333,810.000
59888.641,59967.320,60203.801,60107.688,60225.258,60405.684,60282.391,60310.195,-0.010,0.894,-0.426,-0.732,0.397,0.488,73.333,811.000
60561.520,60640.645,60876.945,60780.922,60898.137,61079.273,60955.715,60984.145,-0.010,0.895,-0.426,-0.671,0.397,0.549,73.333,812.000
60724.688,60803.723,61039.934,60943.645,61061.391,61242.531,61118.434,61147.492,-0.010,0.893,-0.424,-0.702,0.397,0.519,73.333,813.000
60199.957,60278.723,60515.207,60419.094,60536.840,60717.266,60593.613,60621.867,-0.010,0.893,-0.425,-0.702,0.427,0.488,73.333,814.000
60083.637,60162.406,60398.797,60302.863,60420.344,60601.035,60477.477,60505.281,-0.013,0.892,-0.425,-0.610,0.427,0.458,73.333,815.000
60699.383,60778.328,61014.453,60918.250,61036.000,61216.871,61093.488,61121.652,-0.011,0.893,-0.423,-0.732,0.488,0.488,73.333,816.000
60988.703,61068.008,61304.223,61207.484,61325.234,61506.461,61382.633,61411.777,-0.010,0.892,-0.427,-0.763,0.458,0.580,73.333,817.000
60498.754,60577.699,60813.824,60717.445,60835.461,61016.152,60892.504,60920.934,-0.010,0.893,-0.427,-0.702,0.458,0.580,73.333,818.000
60257.266,60336.121,60572.156,60475.957,60594.062,60774.664,60651.105,60679.355,-0.014,0.893,-0.423,-0.793,0.488,0.519,73.333,819.000
60900.727,60979.676,61215.977,61119.598,61237.434,61418.840,61294.922,61323.535,-0.012,0.894,-0.423,-0.732,0.397,0.549,73.333,820.000
61436.098,61515.668,61751.523,61655.145,61773.160,61954.656,61830.383,61859.527,-0.011,0.894,-0.424,-0.641,0.397,0.580,73.333,821.000
61118.078,61197.738,61433.684,61337.125,61455.320,61636.547,61512.273,61541.508,-0.009,0.893,-0.427,-0.732,0.397,0.519,73.333,822.000
60774.934,60853.789,61090.094,60993.801,61111.906,61292.422,61169.039,61197.738,-0.010,0.895,-0.428,-0.702,0.366,0.488,73.333,823.000
61229.121,61308.602,61544.637,61448.434,61566.184,61747.234,61623.496,61652.285,-0.010,0.893,-0.429,-0.732,0.488,0.610,73.333,824.000
61777.453,61857.203,62093.328,61996.680,62114.430,62296.012,62171.918,62201.602,-0.010,0.891,-0.426,-0.671,0.427,0.519,73.333,825.000
61526.578,61606.418,61842.629,61745.891,61863.730,62045.227,61921.039,61950.633,-0.012,0.893,-0.425,-0.732,0.366,0.458,73.333,826.000
61075.965,61155.629,61391.930,61295.191,61413.121,61594.617,61470.250,61499.398,-0.012,0.893,-0.424,-0.641,0.397,0.519,73.333,827.000
61397.562,61477.402,61713.258,61616.520,61734.715,61916.391,61791.938,61821.172,-0.008,0.892,-0.424,-0.702,0.336,0.671,73.333,828.000
62021.266,62101.375,62336.871,62240.133,62358.062,62539.914,62415.371,62445.324,-0.009,0.894,-0.427,-0.702,0.397,0.610,73.333,829.000
61912.547,61992.387,62228.512,62131.953,62249.609,62431.285,62306.562,62337.051,-0.011,0.894,-0.426,-0.702,0.397,0.549,73.333,830.000
61409.008,61489.027,61725.148,61628.859,61746.609,61927.836,61803.469,61833.152,-0.010,0.895,-0.428,-0.732,0.366,0.610,73.333,831.000
61588.355,61668.465,61904.680,61807.852,61925.867,62107.363,61982.641,62012.684,-0.008,0.894,-0.425,-0.732,0.427,0.580,73.333,832.000
62253.367,62333.562,62569.242,62472.504,62590.699,62772.375,62647.293,62678.051,-0.009,0.896,-0.426,-0.519,0.458,0.610,73.333,833.000
62303.344,62383.633,62619.129,62522.301,62640.410,62822.531,62697.449,62728.207,-0.008,0.895,-0.426,-0.671,0.336,0.488,73.333,834.000
61789.254,61869.453,62105.129,62008.570,62126.766,62308.172,62183.539,62213.312,-0.010,0.895,-0.428,-0.732,0.336,0.610,73.333,835.000
61820.102,61900.297,62135.887,62039.324,62157.434,62339.195,62214.387,62244.336,-0.010,0.892,-0.428,-0.763,0.366,0.641,73.333,836.000
62482.250,62562.895,62798.125,62701.832,62819.582,63001.793,62876.711,62907.559,-0.012,0.893,-0.429,-0.763,0.488,0.641,73.333,837.000
62684.219,62764.418,62999.559,62903.266,63021.281,63203.227,63078.234,63109.438,-0.012,0.894,-0.428,-0.793,0.397,0.549,73.333,838.000
62195.074,62275.270,62510.859,62414.121,62532.406,62713.812,62589.180,62619.668,-0.010,0.894,-0.427,-0.793,0.397,0.580,73.333,839.000
62073.211,62153.320,62389.176,62292.793,62410.633,62592.398,62467.586,62497.805,-0.010,0.893,-0.424,-0.763,0.488,0.580,73.333,840.000
62688.062,62768.531,63004.207,62907.824,63025.305,63208.145,63082.527,63113.551,-0.013,0.893,-0.427,-0.610,0.488,0.549,73.333,841.000
63029.328,63110.242,63345.473,63248.914,63366.484,63549.410,63423.703,63455.086,-0.013,0.892,-0.425,-0.702,0.488,0.641,73.333,842.000
62595.527,62676.352,62911.492,62815.379,62932.680,63115.160,62989.723,63021.016,-0.010,0.892,-0.428,-0.671,0.427,0.519,73.333,843.000
62340.895,62421.719,62656.949,62560.656,62678.227,62860.527,62735.359,62766.293,-0.011,0.891,-0.422,-0.763,0.488,0.549,73.333,844.000
62892.359,62973.449,63208.590,63111.672,63229.781,63412.172,63286.910,63318.113,-0.012,0.896,-0.423,-0.702,0.458,0.519,73.333,845.000
63370.684,63451.598,63686.918,63590.180,63707.930,63891.035,63765.148,63796.977,-0.012,0.892,-0.426,-0.824,0.427,0.549,73.333,846.000
63038.539,63119.273,63354.770,63258.391,63375.961,63558.617,63433.270,63464.562,-0.010,0.892,-0.427,-0.793,0.458,0.427,73.333,847.000
62677.602,62758.336,62993.566,62897.188,63015.023,63197.684,63072.156,63103.090,-0.013,0.894,-0.425,-0.641,0.458,0.580,73.333,848.000
63114.980,63195.895,63430.945,63334.477,63452.047,63635.062,63509.445,63540.918,-0.012,0.891,-0.427,-0.732,0.488,0.488,73.333,849.000
63685.488,63766.668,64001.363,63904.445,64022.371,64205.566,64079.863,64111.871,-0.012,0.891,-0.423,-0.610,0.488,0.580,73.333,850.000
63472.340,63553.254,63788.215,63691.477,63809.137,63992.422,63866.805,63898.453,-0.010,0.893,-0.423,-0.732,0.427,0.488,73.333,851.000
63021.730,63102.195,63337.605,63240.957,63358.617,63541.363,63416.195,63447.484,-0.012,0.892,-0.426,-0.641,0.427,0.488,73.333,852.000
63323.121,63403.586,63638.906,63542.168,63660.098,63842.754,63717.586,63748.965,-0.011,0.896,-0.428,-0.671,0.427,0.488,73.333,853.000
63957.195,64038.289,64273.250,64176.422,64294.527,64477.543,64352.105,64384.203,-0.009,0.893,-0.427,-0.671,0.397,0.580,73.333,854.000
63879.680,63960.949,64195.910,64099.086,64217.371,64400.117,64274.320,64306.777,-0.007,0.892,-0.426,-0.732,0.397,0.580,73.333,855.000
63379.535,63460.359,63695.590,63598.672,63716.691,63899.438,63773.820,63805.918,-0.009,0.896,-0.424,-0.732,0.427,0.519,73.333,856.000
63534.031,63614.945,63850.176,63753.348,63871.273,64054.113,63928.496,63960.504,-0.011,0.896,-0.425,-0.732,0.397,0.549,73.333,857.000
64196.539,64278.078,64512.949,64416.391,64534.051,64717.332,64591.359,64624.082,-0.010,0.893,-0.423,-0.702,0.458,0.610,73.333,858.000
64268.512,64350.141,64584.742,64488.184,64605.934,64788.859,64663.242,64696.145,-0.011,0.892,-0.427,-0.732,0.458,0.580,73.333,859.000
63756.477,63837.836,64072.711,63976.059,64093.898,64276.734,64150.941,64183.395,-0.012,0.893,-0.428,-0.671,0.610,0.519,73.333,860.000
63758.355,63839.805,64074.676,63977.578,64095.867,64278.883,64153.086,64185.363,-0.012,0.893,-0.427,-0.671,0.519,0.458,73.333,861.000
64411.113,64492.477,64727.348,64630.340,64748.625,64931.730,64805.668,64838.836,-0.012,0.894,-0.421,-0.702,0.488,0.458,73.333,862.000
64634.008,64715.633,64950.148,64853.145,64971.070,65154.891,65028.559,65061.906,-0.011,0.894,-0.423,-0.671,0.458,0.519,73.333,863.000
64147.543,64228.812,64463.688,64366.770,64484.695,64667.891,64542.184,64574.996,-0.013,0.891,-0.425,-0.610,0.488,0.458,73.333,864.000
64002.258,64083.527,64318.398,64221.395,64339.590,64522.875,64397.078,64429.441,-0.013,0.892,-0.427,-0.671,0.366,0.488,73.333,865.000
64607.543,64689.172,64923.418,64826.590,64944.785,65128.160,65002.363,65035.176,-0.011,0.893,-0.429,-0.580,0.336,0.519,73.333,866.000
64969.102,65050.910,65285.066,65188.062,65306.613,65489.898,65363.746,65397.184,-0.009,0.892,-0.427,-0.641,0.397,0.458,73.333,867.000
64548.266,64629.984,64864.230,64767.492,64885.867,65069.059,64942.996,64976.168,-0.010,0.893,-0.422,-0.671,0.366,0.458,73.333,868.000
64268.512,64350.051,64584.473,64487.734,64605.754,64789.129,64663.242,64696.055,-0.010,0.894,-0.421,-0.671,0.366,0.580,73.333,869.000
64787.965,64869.949,65104.199,65007.461,65125.387,65309.117,65182.875,65216.137,-0.010,0.893,-0.425,-0.793,0.458,0.671,73.333,870.000
65270.496,65352.480,65586.547,65489.363,65607.648,65791.828,65665.047,65699.469,-0.012,0.895,-0.425,-0.824,0.458,0.549,73.333,871.000
64947.824,65029.812,65263.969,65166.691,65285.156,65468.887,65342.199,65376.441,-0.010,0.895,-0.425,-0.763,0.519,0.488,73.333,872.000
64557.027,64638.477,64873.168,64776.164,64894.000,65077.824,64951.312,64984.750,-0.010,0.892,-0.423,-0.732,0.397,0.580,73.333,873.000
64966.957,65048.766,65283.281,65186.184,65304.289,65488.109,65361.332,65395.305,-0.010,0.893,-0.424,-0.732,0.458,0.427,73.333,874.000
65543.008,65625.258,65859.328,65762.234,65880.250,66064.516,65937.562,65972.164,-0.012,0.895,-0.426,-0.702,0.427,0.427,73.333,875.000
65342.020,65424.633,65658.344,65561.242,65679.352,65863.797,65736.570,65771.086,-0.011,0.894,-0.426,-0.702,0.366,0.397,73.333,876.000
64873.973,64955.871,65189.848,65092.934,65211.039,65395.305,65268.527,65302.145,-0.011,0.894,-0.426,-0.702,0.458,0.488,73.333,877.000
65146.039,65227.668,65462.004,65364.996,65482.926,65667.016,65540.594,65574.117,-0.011,0.892,-0.425,-0.732,0.397,0.488,73.333,878.000
65782.352,65864.875,66099.031,66001.930,66119.773,66304.039,66177.617,66211.953,-0.013,0.893,-0.425,-0.610,0.336,0.458,73.333,879.000
65723.250,65805.773,66039.664,65942.922,66060.672,66245.031,66118.695,66152.492,-0.011,0.890,-0.426,-0.671,0.336,0.580,73.333,880.000
65212.023,65294.188,65528.254,65431.695,65549.180,65733.531,65607.383,65640.906,-0.010,0.893,-0.426,-0.610,0.336,0.610,73.333,881.000
65337.551,65419.895,65653.602,65557.312,65675.062,65859.242,65732.727,65766.344,-0.012,0.894,-0.425,-0.641,0.366,0.549,73.333,882.000
65994.688,66077.484,66311.195,66214.188,66332.562,66516.828,66389.688,66424.109,-0.011,0.893,-0.424,-0.580,0.397,0.549,73.333,883.000
66085.617,66168.500,66402.477,66304.930,66423.398,66607.484,66480.711,66515.305,-0.011,0.893,-0.423,-0.610,0.366,0.549,73.333,884.000
65570.812,65653.602,65887.578,65790.484,65908.680,66092.500,65966.078,66000.055,-0.013,0.893,-0.423,-0.641,0.488,0.549,73.333,885.000
65543.188,65625.531,65859.422,65762.500,65880.430,66064.430,65937.914,65971.891,-0.013,0.894,-0.426,-0.641,0.427,0.519,73.333,886.000
66187.898,66270.961,66504.672,66407.484,66525.320,66709.945,66582.719,66617.680,-0.012,0.896,-0.426,-0.732,0.488,0.610,73.333,887.000
66429.391,66512.445,66746.242,66649.148,66766.992,66951.883,66824.656,66859.523,-0.011,0.893,-0.427,-0.763,0.488,0.549,73.333,888.000
65949.180,66031.617,66265.680,66168.586,66286.602,66471.227,66344.453,66378.781,-0.011,0.894,-0.424,-0.793,0.488,0.580,73.333,889.000
65776.359,65858.258,66092.414,65995.141,66113.422,66297.867,66171.094,66205.156,-0.012,0.893,-0.425,-0.671,0.488,0.519,73.333,890.000
66365.102,66447.625,66681.602,66584.242,66702.617,66887.062,66760.195,66794.883,-0.011,0.894,-0.425,-0.824,0.488,0.519,73.333,891.000
66743.656,66826.625,67060.242,66962.969,67081.078,67266.055,67138.742,67174.234,-0.009,0.894,-0.425,-0.763,0.488,0.458,73.333,892.000
66333.633,66416.695,66650.047,66552.859,66671.141,66855.859,66728.719,66763.773,-0.010,0.892,-0.426,-0.854,0.519,0.397,73.333,893.000
66031.438,66114.141,66348.203,66250.750,66369.039,66553.484,66426.352,66461.039,-0.013,0.892,-0.424,-0.763,0.458,0.519,73.333,894.000
66532.656,66615.531,66849.242,66752.148,66870.164,67054.883,66927.828,66962.969,-0.012,0.893,-0.426,-0.763,0.488,0.549,73.333,895.000
67027.609,67110.492,67344.023,67246.836,67365.297,67550.281,67422.609,67458.555,-0.012,0.894,-0.423,-0.641,0.427,0.458,73.333,896.000
66720.141,66803.016,67036.547,66939.547,67058.094,67242.633,67114.781,67150.633,-0.010,0.894,-0.424,-0.610,0.427,0.549,73.333,897.000
66315.484,66398.188,66631.984,66534.531,66652.727,66838.070,66709.945,66745.711,-0.012,0.893,-0.424,-0.702,0.366,0.458,73.333,898.000
66700.914,66783.977,67017.773,66920.055,67038.250,67223.594,67095.914,67131.234,-0.009,0.893,-0.426,-0.702,0.366,0.549,73.333,899.000
67285.102,67368.336,67602.320,67504.328,67622.609,67808.047,67680.102,67715.953,-0.010,0.895,-0.426,-0.702,0.427,0.427,73.333,900.000
67104.320,67187.383,67421.094,67323.547,67441.656,67626.633,67499.055,67534.727,-0.010,0.893,-0.425,-0.671,0.458,0.549,73.333,901.000
66625.008,66707.805,66941.602,66844.328,66962.430,67147.148,67019.922,67054.883,-0.012,0.895,-0.423,-0.732,0.458,0.519,73.333,902.000
66872.844,66955.906,67189.703,67092.516,67210.539,67395.609,67267.844,67303.070,-0.010,0.894,-0.424,-0.580,0.458,0.458,73.333,903.000
67511.125,67594.359,67828.070,67730.797,67848.633,68033.883,67906.211,67942.336,-0.012,0.893,-0.425,-0.671,0.458,0.488,73.333,904.000
67473.484,67556.539,67790.250,67693.062,67810.906,67996.062,67868.750,67904.695,-0.011,0.895,-0.425,-0.702,0.519,0.488,73.333,905.000
66957.156,67039.945,67273.930,67176.648,67294.672,67479.383,67352.422,67387.828,-0.009,0.894,-0.424,-0.732,0.427,0.397,73.333,906.000
67053.898,67137.312,67371.109,67273.750,67391.406,67576.570,67449.164,67484.930,-0.010,0.892,-0.427,-0.732,0.427,0.458,73.333,907.000
67709.430,67793.023,68026.641,67929.102,68047.031,68232.641,68104.695,68141.172,-0.012,0.895,-0.425,-0.793,0.458,0.549,73.333,908.000
67822.617,67906.125,68140.008,68042.648,68160.398,68346.359,68218.156,68254.453,-0.011,0.893,-0.425,-0.854,0.427,0.519,73.333,909.000
67308.258,67391.672,67625.297,67528.109,67645.945,67831.375,67703.617,67739.375,-0.010,0.894,-0.425,-0.824,0.458,0.580,73.333,910.000
67254.703,67338.117,67571.828,67474.375,67592.484,67777.555,67650.148,67685.914,-0.009,0.892,-0.428,-0.702,0.458,0.580,73.333,911.000
67889.047,67972.906,68206.266,68108.539,68226.648,68412.258,68284.406,68320.883,-0.008,0.894,-0.426,-0.702,0.488,0.488,73.333,912.000
68150.828,68234.695,68468.227,68370.414,68488.523,68674.125,68546.102,68582.758,-0.011,0.895,-0.423,-0.732,0.397,0.366,73.333,913.000
67676.617,67760.125,67993.648,67895.844,68014.398,68199.648,68071.617,68107.734,-0.010,0.894,-0.426,-0.732,0.427,0.458,73.333,914.000
67481.352,67564.766,67798.391,67700.664,67818.859,68004.203,67876.438,67912.383,-0.010,0.893,-0.428,-0.641,0.427,0.519,73.333,915.000
68056.688,68140.281,68373.633,68275.641,68394.195,68579.719,68451.953,68488.344,-0.010,0.894,-0.425,-0.641,0.397,0.488,73.333,916.000
68452.578,68536.352,68769.438,68671.539,68789.914,68975.523,68847.664,68884.594,-0.010,0.894,-0.426,-0.641,0.397,0.488,73.333,917.000
68053.289,68137.148,68370.320,68272.602,68390.797,68576.500,68448.289,68484.672,-0.011,0.893,-0.425,-0.702,0.427,0.519,73.333,918.000
67731.961,67815.914,68049.352,67951.633,68069.734,68255.258,68127.406,68163.258,-0.010,0.891,-0.427,-0.610,0.458,0.519,73.333,919.000
68214.039,68297.992,68531.258,68433.711,68551.555,68737.609,68609.664,68645.875,-0.011,0.894,-0.425,-0.549,0.366,0.580,73.333,920.000
68723.664,68807.523,69040.430,68942.883,69060.992,69247.320,69119.469,69156.211,-0.010,0.893,-0.426,-0.702,0.458,0.519,73.333,921.000
68432.727,68516.859,68749.586,68652.133,68769.977,68956.477,68828.445,68865.102,-0.011,0.893,-0.427,-0.732,0.336,0.580,73.333,922.000
68011.000,68094.859,68327.406,68230.398,68348.242,68534.297,68406.266,68442.656,-0.011,0.893,-0.426,-0.671,0.427,0.610,73.333,923.000
68371.844,68455.883,68688.609,68591.609,68709.625,68895.680,68767.469,68804.125,-0.010,0.895,-0.428,-0.641,0.458,0.549,73.333,924.000
68963.539,69048.031,69280.664,69183.391,69301.406,69488.180,69359.789,69396.539,-0.010,0.894,-0.430,-0.641,0.366,0.519,73.333,925.000
68800.461,68884.594,69117.406,69020.133,69138.242,69324.477,69196.352,69233.547,-0.008,0.893,-0.428,-0.702,0.366,0.519,73.333,926.000
68312.922,68396.609,68629.602,68532.242,68650.617,68836.047,68708.461,68745.117,-0.011,0.891,-0.425,-0.732,0.366,0.488,73.333,927.000
68534.836,68618.695,68851.688,68753.969,68872.523,69058.312,68930.547,68967.562,-0.012,0.893,-0.421,-0.793,0.397,0.488,73.333,928.000
69176.242,69260.367,69493.188,69395.555,69513.750,69700.250,69572.133,69609.680,-0.010,0.894,-0.421,-0.854,0.458,0.549,73.333,929.000
69161.125,69245.172,69478.078,69380.625,69498.641,69685.141,69556.758,69594.305,-0.010,0.892,-0.426,-0.946,0.458,0.519,73.333,930.000
68641.852,68725.805,68958.625,68861.258,68979.547,69165.781,69037.211,69074.406,-0.012,0.892,-0.429,-0.763,0.458,0.549,73.333,931.000
68713.375,68797.242,69029.883,68932.875,69050.977,69236.586,69108.734,69145.570,-0.010,0.893,-0.429,-0.763,0.427,0.519,73.333,932.000
69365.336,69449.469,69681.922,69584.648,69702.758,69889.078,69760.867,69798.508,-0.011,0.894,-0.426,-0.641,0.427,0.488,73.333,933.000
69501.766,69586.078,69818.359,69720.992,69839.367,70025.602,69897.125,69935.125,-0.011,0.893,-0.425,-0.732,0.427,0.519,73.333,934.000
68987.859,69071.992,69304.539,69207.086,69325.367,69511.602,69383.305,69420.586,-0.011,0.893,-0.423,-0.641,0.427,0.458,73.333,935.000
68909.984,68993.852,69226.750,69129.117,69247.406,69433.555,69305.430,69342.539,-0.010,0.893,-0.424,-0.671,0.397,0.549,73.333,936.000
69534.312,69618.891,69851.531,69753.898,69872.180,70058.508,69930.031,69967.852,-0.009,0.894,-0.425,-0.702,0.366,0.458,73.333,937.000
69817.016,69901.867,70134.414,70036.781,70154.977,70341.570,70212.914,70251.000,-0.008,0.894,-0.426,-0.641,0.397,0.488,73.333,938.000
69352.102,69436.414,69669.141,69571.594,69689.703,69876.023,69747.461,69785.633,-0.009,0.895,-0.430,-0.610,0.397,0.519,73.333,939.000
69132.430,69216.648,69449.016,69351.656,69469.852,69656.000,69527.695,69565.695,-0.009,0.896,-0.430,-0.671,0.336,0.671,73.333,940.000
69690.148,69774.641,70007.094,69909.641,70027.664,70213.898,70085.773,70123.773,-0.007,0.896,-0.425,-0.580,0.427,0.519,73.333,941.000
70105.180,70190.203,70422.664,70324.672,70443.047,70629.641,70501.430,70539.695,-0.012,0.895,-0.423,-0.580,0.488,0.397,73.333,942.000
69719.742,69804.500,70037.406,69939.234,70057.344,70244.297,70115.906,70153.906,-0.009,0.895,-0.426,-0.702,0.488,0.458,73.333,943.000
69374.547,69459.125,69692.203,69594.398,69712.320,69899.359,69770.617,69808.078,-0.010,0.894,-0.425,-0.793,0.427,0.458,73.333,944.000
69837.406,69921.984,70154.617,70056.984,70174.914,70361.773,70233.117,70271.023,-0.009,0.893,-0.422,-0.732,0.519,0.519,73.333,945.000
70361.688,70446.352,70678.992,70581.266,70699.109,70885.875,70757.492,70795.938,-0.011,0.894,-0.427,-0.702,0.519,0.458,73.333,946.000
70089.352,70173.750,70406.570,70308.664,70426.859,70613.367,70484.797,70523.422,-0.012,0.894,-0.426,-0.610,0.458,0.519,73.333,947.000
69653.312,69738.164,69970.797,69872.898,69991.453,70177.508,70049.297,70087.117,-0.012,0.895,-0.427,-0.671,0.488,0.610,73.333,948.000
69989.484,70074.867,70307.508,70209.336,70328.250,70514.305,70385.828,70424.000,-0.010,0.893,-0.423,-0.641,0.458,0.519,73.333,949.000
70590.750,70676.039,70908.859,70810.867,70928.977,71116.016,70987.180,71025.891,-0.011,0.895,-0.426,-0.702,0.488,0.641,73.333,950.000
70452.969,70538.000,70770.898,70672.734,70790.836,70977.703,70849.133,70887.578,-0.009,0.896,-0.425,-0.854,0.549,0.641,73.333,951.000
69953.812,70038.570,70271.477,70173.305,70291.594,70478.273,70349.883,70388.148,-0.010,0.895,-0.424,-0.763,0.458,0.488,73.333,952.000
70147.016,70231.328,70464.414,70366.336,70484.352,70671.211,70542.914,70581.266,-0.010,0.893,-0.427,-0.732,0.519,0.580,73.333,953.000
70790.570,70875.508,71108.141,71010.156,71128.352,71315.297,71186.734,71225.711,-0.012,0.895,-0.427,-0.610,0.397,0.549,73.333,954.000
70800.312,70885.523,71118.250,71019.992,71138.453,71325.227,71196.656,71235.547,-0.012,0.896,-0.426,-0.763,0.336,0.549,73.333,955.000
70277.555,70362.312,70595.125,70497.047,70615.242,70801.922,70673.266,70711.891,-0.012,0.893,-0.425,-0.763,0.427,0.580,73.333,956.000
70322.969,70408.000,70640.727,70542.469,70660.664,70847.438,70718.773,70757.398,-0.010,0.893,-0.425,-0.824,0.427,0.580,73.333,957.000
70971.266,71056.555,71289.195,71190.938,71309.219,71496.531,71367.422,71406.406,-0.010,0.894,-0.426,-0.671,0.488,0.458,73.333,958.000
71129.336,71214.625,71447.266,71348.828,71467.289,71654.328,71525.500,71564.742,-0.009,0.891,-0.427,-0.610,0.427,0.488,73.333,959.000
70619.805,70705.102,70937.648,70839.297,70957.938,71144.625,71015.789,71054.500,-0.010,0.895,-0.419,-0.641,0.366,0.549,73.333,960.000
70516.625,70601.656,70834.289,70735.852,70854.672,71041.086,70912.609,70951.055,-0.010,0.895,-0.423,-0.732,0.305,0.458,73.333,961.000
71131.125,71216.688,71449.055,71350.258,71468.898,71656.391,71527.195,71566.445,-0.011,0.894,-0.420,-0.641,0.366,0.549,73.333,962.000
71435.195,71520.938,71753.219,71654.781,71773.062,71960.641,71831.445,71871.055,-0.009,0.893,-0.421,-0.763,0.397,0.580,73.333,963.000
70979.844,71064.961,71297.602,71199.336,71317.625,71505.023,71375.742,71415.078,-0.009,0.894,-0.425,-0.702,0.397,0.488,73.333,964.000
70734.516,70819.625,71052.266,70953.914,71072.117,71259.156,71130.141,71169.117,-0.009,0.892,-0.427,-0.793,0.397,0.488,73.333,965.000
71278.641,71364.117,71596.125,71497.867,71616.688,71803.555,71674.094,71713.430,-0.010,0.893,-0.425,-0.732,0.458,0.458,73.333,966.000
71711.734,71797.297,72029.305,71930.781,72049.867,72237.086,72107.539,72147.141,-0.010,0.891,-0.427,-0.824,0.427,0.549,73.333,967.000
71342.930,71428.492,71660.500,71562.156,71680.797,71867.922,71738.734,71777.805,-0.010,0.893,-0.427,-0.824,0.427,0.580,73.333,968.000
70981.008,71066.391,71298.578,71200.414,71318.969,71505.828,71376.727,71415.703,-0.012,0.894,-0.429,-0.793,0.458,0.519,73.333,969.000
71420.086,71505.734,71737.930,71639.672,71758.133,71945.617,71815.977,71855.766,-0.010,0.894,-0.429,-0.763,0.458,0.488,73.333,970.000
71957.062,72043.070,72275.086,72176.734,72295.203,72482.953,72353.133,72393.188,-0.011,0.893,-0.426,-0.763,0.397,0.488,73.333,971.000
71704.312,71789.961,72022.148,71923.719,72042.445,72229.578,72100.203,72140.172,-0.010,0.894,-0.421,-0.732,0.427,0.519,73.333,972.000
71254.148,71339.438,71571.719,71473.375,71592.461,71778.789,71650.133,71689.734,-0.012,0.894,-0.421,-0.763,0.397,0.458,73.333,973.000
71565.461,71650.844,71882.859,71784.422,71903.242,72090.367,71961.445,72001.141,-0.012,0.896,-0.426,-0.916,0.336,0.488,73.333,974.000
72175.578,72261.047,72493.148,72394.891,72513.445,72700.930,72571.648,72611.703,-0.012,0.894,-0.426,-0.763,0.458,0.488,73.333,975.000
72060.773,72145.984,72378.258,72280.094,72398.555,72586.219,72456.852,72496.633,-0.010,0.894,-0.426,-0.793,0.305,0.488,73.333,976.000
71553.125,71638.594,71870.695,71772.617,71890.992,72078.117,71949.016,71988.711,-0.010,0.892,-0.425,-0.732,0.336,0.580,73.333,977.000
71719.953,71805.695,72038.156,71940.078,72058.180,72245.492,72116.656,72155.992,-0.010,0.892,-0.424,-0.854,0.305,0.580,73.333,978.000
72366.367,72452.469,72684.570,72586.492,72704.508,72892.078,72762.977,72803.305,-0.011,0.894,-0.428,-0.671,0.397,0.519,73.333,979.000
72398.375,72484.211,72715.953,72618.047,72735.977,72923.734,72794.539,72835.219,-0.012,0.894,-0.426,-0.732,0.366,0.488,73.333,980.000
71874.094,71959.477,72191.312,72093.586,72211.602,72399.094,72269.984,72310.219,-0.012,0.896,-0.426,-0.671,0.427,0.549,73.333,981.000
71890.273,71975.836,72207.672,72109.953,72228.148,72415.273,72286.531,72326.312,-0.008,0.896,-0.424,-0.671,0.366,0.580,73.333,982.000
72534.273,72620.281,72852.203,72754.125,72872.141,73059.812,72930.883,72970.852,-0.011,0.895,-0.425,-0.641,0.458,0.519,73.333,983.000
72717.648,72803.477,73035.312,72937.234,73055.336,73243.180,73114.172,73154.492,-0.012,0.894,-0.425,-0.610,0.427,0.488,73.333,984.000
72215.625,72301.281,72533.109,72434.766,72553.227,72740.984,72611.703,72652.203,-0.011,0.896,-0.425,-0.610,0.336,0.519,73.333,985.000
72084.648,72170.297,72402.578,72304.406,72422.695,72610.359,72480.992,72521.398,-0.009,0.893,-0.424,-0.732,0.397,0.549,73.333,986.000
72687.695,72773.258,73005.359,72907.195,73025.742,73213.320,73083.859,73124.539,-0.009,0.893,-0.423,-0.793,0.519,0.458,73.333,987.000
73012.961,73098.883,73331.070,73232.453,73350.828,73538.586,73409.211,73450.070,-0.011,0.894,-0.423,-0.732,0.427,0.458,73.333,988.000
72567.805,72653.547,72885.820,72787.031,72905.672,73093.430,72964.500,73004.820,-0.011,0.895,-0.423,-0.763,0.488,0.458,73.333,989.000
72302.625,72387.914,72620.461,72521.938,72640.312,72828.336,72699.141,72739.195,-0.012,0.895,-0.425,-0.732,0.488,0.549,73.333,990.000
